result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
125904|1107075||NC||NC||NC|NC|||5||NR||NR|d||BCF||NR|ACC||RSDE||WO|||NR||NR||NR||T|NR||0.1||NR||NR|uCi/L|||||||||||||||||||||||0.43||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||06/09/1994|06/13/1994|
126019|1123455||NC||NC||NC|NC|||14||NR||NR|d||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||T|As||846||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| EFCT/NEF MORT//||06/13/1994||
126799|1052855||NC||NC||NC|NC|||96||NR||NR|h||NR-ZERO||NR|MOR||MORT||NR|||0||NR||NR||T|Al||22600||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||07/26/1994|07/28/1994|
127374|1028108||NC||NC||NC|NC|||48||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||320||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/DP50// ||08/04/1994|08/09/1994|
129167|1154956||NC||NC||NC|NC|||24||NR||NR|h||LC50||NR|MOR||MORT/|PROBIT//|NR|||NR||NR||NR||A|NR||170||149||184|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||11/01/1994||
129510|1131443||NC||NC||NC|NC|||96||NR||NR|h||NOEC||NR|MLT||MULT/|MOR AND BEH//|NR|||NR||NR||NR||T|Br||25000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||11/18/1994||
129839|1064777||NC||NC||NC|NC|||2||NR||NR|wk||BCF||NR|ACC||RSDE||KI|||NR||NR||NR||T|NR||150||NR||NR|ug/L|||||||||||||||||||||||1.8||NR||NR|L/kg||||||||||||||||||NA|NR||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| O EFCT CONT/METABOLISM AND EXCRETION// ||11/22/1994||
130346|1104785||NC||NC||NC|NC|||1||NR||NR|h||LC50||NR|MOR||MORT/|STEPWISE PROCESS//|NR|||NR||NR||NR||T|NR||525.1||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||11/29/1994|12/13/1994|
131008|1128639||NC||NC||NC|NC|||24||NR||NR|h||NR||INC|ACC||RSDE||NR|||NR||NR||NR||F|NR||NR||0.5||5.0|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/09/1994|04/04/2006|
131045|1099479||NC||NC||NC|NC|||4||NR||NR|d||LC50||NR|MOR||MORT/|PROBIT//|NR|||NR||NR||NR||T|U||3290||2260||4320|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/13/1994||
131109|1155196||NC||NC||NC|NC|||3||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||F|NR||600000||530000||680000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||NR||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/14/1994|09/29/1998|
132767|1175984||NC||NC||NC|NC|||48||NR||NR|h||NR||NR|MOR||MORT/|AUTHOR-CALCULATED APPROXIMATE FATAL CONC//|NR|||NR||NR||NR||F|NR||56000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TYPE/OR R// ||02/17/1995||
133801|1108394||NC||NC||NC|NC|||2||NR||NR|yr||NR||CHG|POP||ABND||NR|||NR||NR||NR||F|NR||750||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||06/20/1995|06/29/1995|
134049|1029309||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||1600||1250||2050|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||06/23/1995|06/28/1995|
134156|1061346||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR|>|2000.0||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||NR||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| NR||06/26/1995|08/01/1995|
134325|1070603||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||2.4||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||07/03/1995|07/10/1995|
134437|1039500||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||F|NR||120000||97200||148000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||07/05/1995||
134960|1024529||NC||NC||NC|NC||<|96||NR||NR|h||LC50||INC|MOR||MORT/|TLM//|NR|||NR||NR||NR||F|NR||NR||24||32|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| O EFCT CONT/CONCENTRATION, TLM REGRESSION EQUATIONS/// ||08/24/1995||
135313|1102924||NC||NC||NC|NC|||NR||1||32|d||NR||CHG|BEH||LOCO/|ACTIVITY LEVEL//|NR|||NR||NR||NR||F|NR||1.0||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||NR||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| NR||09/05/1995|09/08/1995|
136444|1010061||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|HCN||99.0||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||05/07/1996||
136668|1167992||NC||NC||NC|NC|||9||NR||NR|h||IC50||DEC|POP||PGRT||NR|||NR||NR||NR||A|NR||9000000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||05/09/1996|01/22/2010|
138799|1081882||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|~MOR||MORT/|MORTALITY AFTER EXPOSURE + 24 HR RECOVERY//|NR|||NR||NR||NR||F|NR||13800||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/21/1996||
138849|1187088||NC||NC||NC|NC|||4||NR||NR|d||NR||INC|~ACC||RSDE||LI|||NR||NR||NR||A|NR||0.91||NR||NR|mg/kg bdwt|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/21/1996|01/14/2005|
140081|1183535||NC||NC||NC|NC|||NR||1||24|h||NR||CHG|MOR||MORT||NR|||NR||NR||NR||A|NR||0.097||0.06||0.13|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||MULT|P|<=|0.05||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ALK/1.7-2.1 ML// ||10/08/1996|10/23/1996|
142248|1181310||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cu||800||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||11/05/1996||
142557|1184300||NC||NC||NC|NC||<|33||NR||NR|d||NOEC||DEC|DVP||EMRG||NR|||NR||NR||NR||F|NR||0.7||NR||NR|ug/L||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| |72702|11/12/1996|08/08/2017|
142868|1159859||NC||NC||NC|NC|||8||NR||NR|d||LOEC||INC|MOR||MORT||NR|||NR||NR||NR||T|Cu||18||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||11/15/1996||
144255|1166340||NC||NC||NC|NC|||32||NR||NR|d||NR||CHG|MOR||MORT/|SURVIVAL//|NR|||NR||0*||5*||A|NR||NR||1.4||42|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P||0.05||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/03/1997||
144439|1191688||NC||NC||NC|NC|||72||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||F|NR||56000||51000||63000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/07/1997|02/18/1998|
144746|1137371||NC||NC||NC|NC|||24||NR||NR|h||BCF||INC|ACC||RSDE||WO|||NR||NR||NR||A|NR||50||NR||NR|ug/L|||||||||||||||||||||||52||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/17/1997||
144850|1151791||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|NR||2212.5||2141.8||2285.7|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/21/1997||
145972|1167508||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|I||4.2||3.0||6.0|mg/L||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||NR||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||02/27/1997|11/09/2016|
146416|1168133||NC||NC||NC|NC|||7||NR||NR|d||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cd||7080||3900||12800|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/13/1997||
146479|1191437||NC||NC||NC|NC|||4||NR||NR|wk||NOEC||DEC|POP||ABND||NR|||NR||NR||NR||A|NR||0.1||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<=|0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/17/1997|03/19/1997|
146558|1191516||NC||NC||NC|NC|||1||NR||NR|wk||NOEC||DEC|POP||ABND||NR|||NR||NR||NR||A|NR||6||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<=|0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/17/1997|03/19/1997|
146774|1194868||NC||NC||NC|NC|||NR||10||14|h||NR||NEF|~PHY||GPHY/|HELMET FORMATION//|NR|||0||NR||NR||A|NR||NR||1||10|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/24/1997||
147480|1193052||NC||NC||NC|NC|||25||NR||NR|d||BCF||INC|ACC||RSDE||VI|||NR||NR||NR||T|Fe||150||NR||NR|ug/L|||||||||||||||||||||||NR||0.01||0.02|L/kg|GRAPHED|||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC|BCF1/GRAPHED// ||05/05/1997||
148025|1189074||NC||NC||NC|NC|||10||NR||NR|d||EC50||DEC|POP||ABND||NR|||NR||NR||NR||T|Pb||3250||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||05/19/1997|07/15/1997|
148654|1187081||NC||NC||NC|NC|||24||NR||NR|d||NR||DEC|~GRO||GGRO/|WT//|NR|||NR||NR||NR||T|NR||100||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| NR||06/03/1997|06/25/1997|
149079|1167181||NR||NR||NR|NR|||28||NR||NR|d||NOEC||NEF|MOR||SURV||NR|||98.3||NR||NR||A|NR||12.1||NR||NR|AI mg/L||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P||0.05||NR||NR||M||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||NR||NR||NR||NR||NR| |63248|07/01/1997|06/29/2016|
149083|1167181||NR||NR||NR|NR|||28||NR||NR|d||NR-LETH||INC|MOR||MORT||NR|||100||NR||NR||A|NR||29.7||NR||NR|AI mg/L||||||||||||||||||||||||||||--||||||||||||||||||NA|NR||NA||NA||NA||M||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||NR||NR||NR||NR||NR| ||07/01/1997|06/29/2016|
149643|1062618||NC||NC||NC|NC|||7||NR||NR|d||BCF||INC|ACC||RSDE||LI|||NR||NR||NR||A|NR||100||NR||NR|ug/L|||||||||||||||||||||||27.2||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||07/10/1997|07/21/1997|
149680|1184858||NC||NC||NC|NC|||NR||3||8|d||NR-LETH||INC|MOR||MORT||NR|||100||NR||NR||A|NR||NR||0.01||10.00|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NR||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||07/15/1997||
149932|1056505||NC||NC||NC|NC|||1||NR||NR|h||NR||DEC|POP||ABND||NR|||NR||NR||NR||A|NR|<=|0.033||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<=|0.05||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/26/1997|09/18/1997|
151166|1188232||NC||NC||NC|NC|||644||NR||NR|h||LT50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cl||1000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||10/10/1997|10/22/1997|
151517|1155288||NC||NC||NC|NC|||48||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||12000||10000||14000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||10/21/1997||
151820|1152279||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|MOR||MORT/|NA|NR|||NR||NR||NR||F|NR||3000000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||10/22/1997||
152644|1164274||NC||NC||NC|NC|||72||NR||NR|h||LC50||INC|MOR||MORT/|LD50//|NR|||NR||NR||NR||T|Cd||2.41||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||11/04/1997|11/04/1997|
153860|1194173||NC||NC||NC|NC|||9.9||8.4||11.1|d||LT50||INC|MOR||MORT||NR|||NR||NR||NR||T|TRCl||450||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC|  ||11/24/1997|03/20/2000|
154795|1190658||NC||NC||NC|NC|||28||NR||NR|d||NR||INC|MOR||MORT/|SURVIVAL//|NR|||NR||0*||17*||A|NR||NR||547000||6960000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/22/1997||
154845|1100536||NC||NC||NC|NC|||6||NR||NR|d||NR||DEC|MPH||SMIX||LI|||NR||NR||NR||F|NR||NR||20||100|ug/g|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/23/1997|01/12/1998|
155118|1101724||NC||NC||NC|NC|||3||NR||NR|wk||NR||INC|ACC||GACC||TI|||NR||NR||NR||T|Co||100||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/24/1997|12/24/1997|
155353|1060064||NC||NC||NC|NC|||NR||1||5|h||NR||INC|~MOR||MORT||NR|||NR||4.4||6.6||F|NR|<=|3500||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|>|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| E DES CONT/70X30 CM// ||12/29/1997|02/10/1998|
155392|1054872||NC||NC||NC|NC|||NR||3||31|d||NR||DEC|POP||ABND||NR|||NR||17.2||37.2||F|NR||112||NR||NR|AI g/ha|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||NR||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/29/1997|02/10/1998|
155656|1000259||NC||NC||NC|NC|||96||NR||NR|h||NR||DEC|BCM||HEMT/|HEMATOCRIT//|NR|||NR||NR||NR||F|NR||NR||3||60|mg/kg|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.025||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/31/1997||
155660|1199212||NC||NC||NC|NC|||14||NR||NR|d||NR||INC|ACC||GACC/|DRY WT//|ST|||NR||NR||NR||T|NR||NR||4.0||40.0|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||MULT|P|<|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||12/31/1997|02/03/1998|
155895|1148421||NC||NC||NC|NC|||NR||0||32|d||NR||CHG|POP||ABND/|DENSITY//|NR|||NR||NR||NR||A|NR||NR||1000||10000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/02/1998||
157672|1160394||NC||NC||NC|NC|||10||NR||NR|d||LC50||INC|MOR||MORT||NR|||NR||NR||NR||F|NR||1.1||0||2.4|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||02/02/1998|02/12/1998|
157688|1160411||NC||NC||NC|NC|||12||NR||NR|wk||NR||CHG|REP||GREP/|2 WK EGG PRODUCTION//|NR|||NR||NR||NR||A|NR||NR||5||125|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||02/02/1998||
158857|1051424||NC||NC||NC|NC|||NR||0.017|>|24|h||NR||INC|ITX||IMBL/|IMM TIME//|NR|||NR||NR||NR||F|NR||NR||0.000001||0.01|mol/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||02/25/1998|03/26/1998|
159894|1181450||NC||NC||NC|NC|||24||NR||NR|h||EC50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cd||1.33||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||NR||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ORG C/0 % OF MAXIMAL//||03/05/1998|03/24/1998|
160606|1200493||NC||NC||NC|NC|||24||NR||NR|h||NR||CHG|PHY||GPHY/|AMMONIA-N EXCRETION, UREA-N EXCRETION//|NR|||NR||NR||NR||F|NR||NR||1000||20000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||MULT|P|<|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/17/1998||
160623|1201009||NC||NC||NC|NC|||24||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|NR|>|6660||4700|>|10000|mg/L||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| HARD/MODERATELYHARD//||03/17/1998|11/17/2016|
160987|1199594||NC||NC||NC|NC|||96||NR||NR|h||EC50||DEC|POP||GPOP/|FROND COUNT//|NR|||NR||NR||NR||A|NR||343||187||872|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/20/1998|05/26/2016|
